PrepTest_Number,Section_Number,Section_Type,Question_Number_in_Section,Question_ID,Question_Difficulty,Question_50_Percent_Score,LR_Question_Type,LR_Skills,RC_Passage_ID,RC_Passage_Number_in_Section,RC_Passage_Difficulty,RC_Passage_Categories,RC_Question_Categories,RC_Question_Number_in_Passage
150,2,Logical Reasoning,23,PT-150-S-2-Q-23,5.0,164.24,Argument Part,Causal Reasoning,,,,,,
150,2,Logical Reasoning,24,PT-150-S-2-Q-24,5.0,161.16,Inference,Conditional Reasoning; Rule-Application,,,,,,
150,2,Logical Reasoning,25,PT-150-S-2-Q-25,3.0,150.98,Paradox - Explain,,,,,,,
150,3,Logical Reasoning,1,PT-150-S-3-Q-1,1.0,133.49,Fill in the blank; Most Strongly Supported,Analogy,,,,,,
150,3,Logical Reasoning,2,PT-150-S-3-Q-2,1.0,134.47,Paradox - Explain,Causal Reasoning,,,,,,
150,3,Logical Reasoning,3,PT-150-S-3-Q-3,1.0,124.87,Strengthen,Link Assumption; Rule-Application; Value Judgment,,,,,,
150,3,Logical Reasoning,4,PT-150-S-3-Q-4,3.0,145.83,Weaken,Causal Reasoning,,,,,,
150,3,Logical Reasoning,5,PT-150-S-3-Q-5,3.0,142.29,Flaw,Link Assumption,,,,,,
150,3,Logical Reasoning,6,PT-150-S-3-Q-6,3.0,151.9,Strengthen,Causal Reasoning,,,,,,
150,3,Logical Reasoning,7,PT-150-S-3-Q-7,3.0,151.45,Necessary assumption,Link Assumption; Sampling,,,,,,
150,3,Logical Reasoning,8,PT-150-S-3-Q-8,3.0,145.57,Parallel Flaw,Conditional Reasoning; Eliminating Options,,,,,,
150,3,Logical Reasoning,9,PT-150-S-3-Q-9,3.0,146.44,Flaw,Math; Part v. Whole,,,,,,
150,3,Logical Reasoning,10,PT-150-S-3-Q-10,2.0,140.5,Strengthen,Causal Reasoning; Net Effect,,,,,,
150,3,Logical Reasoning,11,PT-150-S-3-Q-11,3.0,146.56,Main conclusion or main point,Causal Reasoning; Net Effect; Value Judgment,,,,,,
150,3,Logical Reasoning,12,PT-150-S-3-Q-12,3.0,149.73,Sufficient assumption,Link Assumption; Math,,,,,,
150,3,Logical Reasoning,13,PT-150-S-3-Q-13,4.0,153.15,Disagree,Quantifier; Rule-Application,,,,,,
150,3,Logical Reasoning,14,PT-150-S-3-Q-14,3.0,150.63,Principle - Rule,Conditional Reasoning; Link Assumption; Rule-Application,,,,,,
150,3,Logical Reasoning,15,PT-150-S-3-Q-15,3.0,151.56,Disagree,,,,,,,
150,3,Logical Reasoning,16,PT-150-S-3-Q-16,3.0,145.56,Flaw,Causal Reasoning; Net Effect,,,,,,
150,3,Logical Reasoning,17,PT-150-S-3-Q-17,3.0,150.94,Paradox - Explain,Causal Reasoning,,,,,,
150,3,Logical Reasoning,18,PT-150-S-3-Q-18,3.0,150.62,Necessary assumption,Analogy; Causal Reasoning,,,,,,
150,3,Logical Reasoning,19,PT-150-S-3-Q-19,5.0,169.32,Weaken,Causal Reasoning; Net Effect,,,,,,
150,3,Logical Reasoning,20,PT-150-S-3-Q-20,3.0,144.88,Disagree,Link Assumption; Value Judgment,,,,,,
150,3,Logical Reasoning,21,PT-150-S-3-Q-21,5.0,168.64,Evaluate,Link Assumption; Net Effect,,,,,,
150,3,Logical Reasoning,22,PT-150-S-3-Q-22,5.0,169.36,Flaw,,,,,,,
150,3,Logical Reasoning,23,PT-150-S-3-Q-23,4.0,153.66,Parallel,Conditional Reasoning; Quantifier,,,,,,
150,3,Logical Reasoning,24,PT-150-S-3-Q-24,5.0,159.65,Flaw,Causal Reasoning; Net Effect,,,,,,
150,3,Logical Reasoning,25,PT-150-S-3-Q-25,3.0,148.32,Principle - Rule,Link Assumption; Rule-Application,,,,,,
150,4,Reading Comprehension,,PT-150-S-4-P-1-Q-1,1.0,132.73,,,PT-150-S-4-P-1,1,1.0,Art; Debate; Hypothesis,Main Idea,1
150,4,Reading Comprehension,,PT-150-S-4-P-1-Q-2,3.0,144.5,,,PT-150-S-4-P-1,1,1.0,Art; Debate; Hypothesis,Phrase Meaning,2
150,4,Reading Comprehension,,PT-150-S-4-P-1-Q-3,2.0,139.49,,,PT-150-S-4-P-1,1,1.0,Art; Debate; Hypothesis,Author Viewpoint; Inference,3
150,4,Reading Comprehension,,PT-150-S-4-P-1-Q-4,1.0,131.6,,,PT-150-S-4-P-1,1,1.0,Art; Debate; Hypothesis,Analogy,4
150,4,Reading Comprehension,,PT-150-S-4-P-1-Q-5,1.0,124.2,,,PT-150-S-4-P-1,1,1.0,Art; Debate; Hypothesis,Inference,5
150,4,Reading Comprehension,,PT-150-S-4-P-1-Q-6,3.0,142.13,,,PT-150-S-4-P-1,1,1.0,Art; Debate; Hypothesis,Author Viewpoint; Inference,6
150,4,Reading Comprehension,,PT-150-S-4-P-1-Q-7,3.0,147.9,,,PT-150-S-4-P-1,1,1.0,Art; Debate; Hypothesis,Inference,7
150,4,Reading Comprehension,,PT-150-S-4-P-2-Q-8,3.0,145.8,,,PT-150-S-4-P-2,2,4.0,Hypothesis; One-Position; Science,Main Idea,8
150,4,Reading Comprehension,,PT-150-S-4-P-2-Q-9,3.0,147.13,,,PT-150-S-4-P-2,2,4.0,Hypothesis; One-Position; Science,Weaken-Strengthen,9
150,4,Reading Comprehension,,PT-150-S-4-P-2-Q-10,4.0,157.12,,,PT-150-S-4-P-2,2,4.0,Hypothesis; One-Position; Science,Author Viewpoint; Inference,10
150,4,Reading Comprehension,,PT-150-S-4-P-2-Q-11,2.0,140.68,,,PT-150-S-4-P-2,2,4.0,Hypothesis; One-Position; Science,Analogy,11
150,4,Reading Comprehension,,PT-150-S-4-P-2-Q-12,4.0,157.65,,,PT-150-S-4-P-2,2,4.0,Hypothesis; One-Position; Science,Inference,12
150,4,Reading Comprehension,,PT-150-S-4-P-2-Q-13,3.0,148.6,,,PT-150-S-4-P-2,2,4.0,Hypothesis; One-Position; Science,Inference,13
150,4,Reading Comprehension,,PT-150-S-4-P-2-Q-14,5.0,169.41,,,PT-150-S-4-P-2,2,4.0,Hypothesis; One-Position; Science,Inference,14
150,4,Reading Comprehension,,PT-150-S-4-P-3-Q-15,2.0,139.97,,,PT-150-S-4-P-3,3,3.0,Debate; Science,Purpose of Paragraph,15
150,4,Reading Comprehension,,PT-150-S-4-P-3-Q-16,3.0,143.37,,,PT-150-S-4-P-3,3,3.0,Debate; Science,Inference,16
150,4,Reading Comprehension,,PT-150-S-4-P-3-Q-17,3.0,145.66,,,PT-150-S-4-P-3,3,3.0,Debate; Science,Analogy,17
150,4,Reading Comprehension,,PT-150-S-4-P-3-Q-18,3.0,152.31,,,PT-150-S-4-P-3,3,3.0,Debate; Science,Author Viewpoint; Inference,18
150,4,Reading Comprehension,,PT-150-S-4-P-3-Q-19,4.0,154.91,,,PT-150-S-4-P-3,3,3.0,Debate; Science,Inference,19
150,4,Reading Comprehension,,PT-150-S-4-P-3-Q-20,5.0,162.67,,,PT-150-S-4-P-3,3,3.0,Debate; Science,Inference,20
150,4,Reading Comprehension,,PT-150-S-4-P-4-Q-21,4.0,155.16,,,PT-150-S-4-P-4,4,5.0,Comparative; Law,Inference; Passage Principle,21
150,4,Reading Comprehension,,PT-150-S-4-P-4-Q-22,4.0,156.94,,,PT-150-S-4-P-4,4,5.0,Comparative; Law,Author Viewpoint; Inference,22
150,4,Reading Comprehension,,PT-150-S-4-P-4-Q-23,3.0,150.36,,,PT-150-S-4-P-4,4,5.0,Comparative; Law,Phrase Meaning,23
150,4,Reading Comprehension,,PT-150-S-4-P-4-Q-24,4.0,155.12,,,PT-150-S-4-P-4,4,5.0,Comparative; Law,Author Viewpoint; Inference,24
150,4,Reading Comprehension,,PT-150-S-4-P-4-Q-25,4.0,159.39,,,PT-150-S-4-P-4,4,5.0,Comparative; Law,Phrase Meaning,25
150,4,Reading Comprehension,,PT-150-S-4-P-4-Q-26,3.0,151.21,,,PT-150-S-4-P-4,4,5.0,Comparative; Law,Main Idea,26
150,4,Reading Comprehension,,PT-150-S-4-P-4-Q-27,5.0,161.15,,,PT-150-S-4-P-4,4,5.0,Comparative; Law,Author Attitude; Inference,27
151,1,Reading Comprehension,,PT-151-S-1-P-1-Q-1,2.0,139.06,,,PT-151-S-1-P-1,1,3.0,Debate; Law,Inference; Purpose of Passage,1
151,1,Reading Comprehension,,PT-151-S-1-P-1-Q-2,3.0,150.31,,,PT-151-S-1-P-1,1,3.0,Debate; Law,Phrase Meaning,2
151,1,Reading Comprehension,,PT-151-S-1-P-1-Q-3,2.0,137.8,,,PT-151-S-1-P-1,1,3.0,Debate; Law,Author Attitude; Inference,3
151,1,Reading Comprehension,,PT-151-S-1-P-1-Q-4,4.0,153.19,,,PT-151-S-1-P-1,1,3.0,Debate; Law,Analogy,4
151,1,Reading Comprehension,,PT-151-S-1-P-1-Q-5,4.0,156.08,,,PT-151-S-1-P-1,1,3.0,Debate; Law,PurpCtx.,5
151,1,Reading Comprehension,,PT-151-S-1-P-1-Q-6,5.0,161.21,,,PT-151-S-1-P-1,1,3.0,Debate; Law,Inference; Passage Principle,6
151,1,Reading Comprehension,,PT-151-S-1-P-2-Q-7,2.0,136.22,,,PT-151-S-1-P-2,2,2.0,Hypothesis; One-Position; Science,Main Idea,7
151,1,Reading Comprehension,,PT-151-S-1-P-2-Q-8,2.0,141.34,,,PT-151-S-1-P-2,2,2.0,Hypothesis; One-Position; Science,Author Attitude; Inference,8
151,1,Reading Comprehension,,PT-151-S-1-P-2-Q-9,1.0,134.47,,,PT-151-S-1-P-2,2,2.0,Hypothesis; One-Position; Science,Phrase Meaning,9
151,1,Reading Comprehension,,PT-151-S-1-P-2-Q-10,3.0,152.33,,,PT-151-S-1-P-2,2,2.0,Hypothesis; One-Position; Science,Application,10
151,1,Reading Comprehension,,PT-151-S-1-P-2-Q-11,1.0,134.41,,,PT-151-S-1-P-2,2,2.0,Hypothesis; One-Position; Science,Author Viewpoint; Inference,11
151,1,Reading Comprehension,,PT-151-S-1-P-2-Q-12,2.0,136.64,,,PT-151-S-1-P-2,2,2.0,Hypothesis; One-Position; Science,PurpCtx.,12
151,1,Reading Comprehension,,PT-151-S-1-P-2-Q-13,4.0,155.88,,,PT-151-S-1-P-2,2,2.0,Hypothesis; One-Position; Science,Structure,13
151,1,Reading Comprehension,,PT-151-S-1-P-2-Q-14,2.0,140.6,,,PT-151-S-1-P-2,2,2.0,Hypothesis; One-Position; Science,Weaken-Strengthen,14
151,1,Reading Comprehension,,PT-151-S-1-P-3-Q-15,3.0,150.83,,,PT-151-S-1-P-3,3,3.0,Art; Comparative,Inference,15
151,1,Reading Comprehension,,PT-151-S-1-P-3-Q-16,2.0,140.89,,,PT-151-S-1-P-3,3,3.0,Art; Comparative,Inference,16
151,1,Reading Comprehension,,PT-151-S-1-P-3-Q-17,3.0,141.5,,,PT-151-S-1-P-3,3,3.0,Art; Comparative,Inference,17
151,1,Reading Comprehension,,PT-151-S-1-P-3-Q-18,3.0,148.72,,,PT-151-S-1-P-3,3,3.0,Art; Comparative,Author Viewpoint; Inference,18
151,1,Reading Comprehension,,PT-151-S-1-P-3-Q-19,4.0,154.84,,,PT-151-S-1-P-3,3,3.0,Art; Comparative,Inference; Passage Principle,19
151,1,Reading Comprehension,,PT-151-S-1-P-3-Q-20,3.0,149.63,,,PT-151-S-1-P-3,3,3.0,Art; Comparative,Inference,20
151,1,Reading Comprehension,,PT-151-S-1-P-3-Q-21,5.0,160.64,,,PT-151-S-1-P-3,3,3.0,Art; Comparative,Author Viewpoint; Inference,21
151,1,Reading Comprehension,,PT-151-S-1-P-4-Q-22,3.0,150.14,,,PT-151-S-1-P-4,4,4.0,Hypothesis; One-Position; Science,Main Idea,22
151,1,Reading Comprehension,,PT-151-S-1-P-4-Q-23,3.0,147.68,,,PT-151-S-1-P-4,4,4.0,Hypothesis; One-Position; Science,Inference,23
151,1,Reading Comprehension,,PT-151-S-1-P-4-Q-24,4.0,155.77,,,PT-151-S-1-P-4,4,4.0,Hypothesis; One-Position; Science,Weaken-Strengthen,24
151,1,Reading Comprehension,,PT-151-S-1-P-4-Q-25,5.0,161.31,,,PT-151-S-1-P-4,4,4.0,Hypothesis; One-Position; Science,Inference,25
151,1,Reading Comprehension,,PT-151-S-1-P-4-Q-26,4.0,156.35,,,PT-151-S-1-P-4,4,4.0,Hypothesis; One-Position; Science,Inference,26
151,1,Reading Comprehension,,PT-151-S-1-P-4-Q-27,4.0,156.48,,,PT-151-S-1-P-4,4,4.0,Hypothesis; One-Position; Science,Inference,27
151,2,Logical Reasoning,1,PT-151-S-2-Q-1,1.0,131.7,Flaw,Link Assumption,,,,,,
151,2,Logical Reasoning,2,PT-151-S-2-Q-2,1.0,131.71,Principle - Rule,Causal Reasoning; Rule-Application; Value Judgment,,,,,,
151,2,Logical Reasoning,3,PT-151-S-2-Q-3,1.0,130.47,Flaw,Causal Reasoning; Eliminating Options; Value Judgment,,,,,,
151,2,Logical Reasoning,4,PT-151-S-2-Q-4,1.0,123.91,Principle; Principle - Rule,Link Assumption; Rule-Application,,,,,,
151,2,Logical Reasoning,5,PT-151-S-2-Q-5,2.0,135.78,Necessary assumption,Link Assumption,,,,,,
151,2,Logical Reasoning,6,PT-151-S-2-Q-6,3.0,142.12,Miscellaneous; Most Strongly Supported,Link Assumption,,,,,,
151,2,Logical Reasoning,7,PT-151-S-2-Q-7,3.0,142.18,Miscellaneous; Paradox - Explain,Rule-Application,,,,,,
151,2,Logical Reasoning,8,PT-151-S-2-Q-8,5.0,159.53,Main conclusion or main point,Causal Reasoning; Eliminating Options,,,,,,
151,2,Logical Reasoning,9,PT-151-S-2-Q-9,3.0,144.76,Weaken,Causal Reasoning; Net Effect,,,,,,
151,2,Logical Reasoning,10,PT-151-S-2-Q-10,2.0,140.44,Main conclusion or main point,Causal Reasoning,,,,,,
151,2,Logical Reasoning,11,PT-151-S-2-Q-11,3.0,142.65,Paradox - Explain,Causal Reasoning,,,,,,
151,2,Logical Reasoning,12,PT-151-S-2-Q-12,3.0,146.58,Weaken,Math,,,,,,
151,2,Logical Reasoning,13,PT-151-S-2-Q-13,2.0,138.48,Paradox - Explain,Causal Reasoning,,,,,,
151,2,Logical Reasoning,14,PT-151-S-2-Q-14,1.0,126.63,Strengthen,Causal Reasoning,,,,,,
151,2,Logical Reasoning,15,PT-151-S-2-Q-15,4.0,158.66,Flaw,Conditional Reasoning; Math; Quantifier,,,,,,
151,2,Logical Reasoning,16,PT-151-S-2-Q-16,3.0,151.93,Weaken,Causal Reasoning,,,,,,
151,2,Logical Reasoning,17,PT-151-S-2-Q-17,4.0,153.42,Most Strongly Supported,Causal Reasoning,,,,,,
151,2,Logical Reasoning,18,PT-151-S-2-Q-18,5.0,163.12,Strengthen,Causal Reasoning,,,,,,
151,2,Logical Reasoning,19,PT-151-S-2-Q-19,3.0,151.16,Parallel,Conditional Reasoning,,,,,,
151,2,Logical Reasoning,20,PT-151-S-2-Q-20,5.0,160.11,Most Strongly Supported,Link Assumption,,,,,,
151,2,Logical Reasoning,21,PT-151-S-2-Q-21,5.0,167.87,Sufficient assumption,Conditional Reasoning; Link Assumption,,,,,,
151,2,Logical Reasoning,22,PT-151-S-2-Q-22,5.0,171.75,Must be False,Conditional Reasoning,,,,,,
151,2,Logical Reasoning,23,PT-151-S-2-Q-23,5.0,163.37,Parallel Flaw,,,,,,,
151,2,Logical Reasoning,24,PT-151-S-2-Q-24,3.0,151.62,Strengthen,Causal Reasoning; Conditional Reasoning; Net Effect,,,,,,
151,2,Logical Reasoning,25,PT-151-S-2-Q-25,3.0,150.8,Argument Part,Analogy; Causal Reasoning; Rule-Application,,,,,,
151,2,Logical Reasoning,26,PT-151-S-2-Q-26,3.0,146.51,Strengthen,Causal Reasoning,,,,,,
151,3,Logical Reasoning,1,PT-151-S-3-Q-1,2.0,136.09,Most Strongly Supported,Causal Reasoning,,,,,,
151,3,Logical Reasoning,2,PT-151-S-3-Q-2,1.0,130.77,Evaluate,,,,,,,
151,3,Logical Reasoning,3,PT-151-S-3-Q-3,1.0,123.85,Disagree,Value Judgment,,,,,,
151,3,Logical Reasoning,4,PT-151-S-3-Q-4,2.0,137.54,Sufficient assumption,Conditional Reasoning; Link Assumption,,,,,,
151,3,Logical Reasoning,5,PT-151-S-3-Q-5,1.0,130.87,Fill in the blank; Most Strongly Supported,,,,,,,
151,3,Logical Reasoning,6,PT-151-S-3-Q-6,2.0,138.91,Strengthen,Link Assumption; Rule-Application; Value Judgment,,,,,,
151,3,Logical Reasoning,7,PT-151-S-3-Q-7,2.0,140.9,Flaw,Conditional Reasoning; Fact v. Belief v. Knowledge,,,,,,
151,3,Logical Reasoning,8,PT-151-S-3-Q-8,2.0,140.82,Paradox - Explain,Causal Reasoning,,,,,,
151,3,Logical Reasoning,9,PT-151-S-3-Q-9,3.0,152.05,Flaw,,,,,,,
151,3,Logical Reasoning,10,PT-151-S-3-Q-10,3.0,146.84,Principle - Rule,Link Assumption; Rule-Application,,,,,,
151,3,Logical Reasoning,11,PT-151-S-3-Q-11,2.0,138.57,Parallel Flaw,Causal Reasoning,,,,,,
151,3,Logical Reasoning,12,PT-151-S-3-Q-12,2.0,134.73,Sufficient assumption,Conditional Reasoning; Link Assumption,,,,,,
151,3,Logical Reasoning,13,PT-151-S-3-Q-13,2.0,141.37,Flaw,Conditional Reasoning,,,,,,
151,3,Logical Reasoning,14,PT-151-S-3-Q-14,1.0,131.05,Most Strongly Supported,Causal Reasoning,,,,,,
151,3,Logical Reasoning,15,PT-151-S-3-Q-15,3.0,151.58,Method of Reasoning,Analogy; Sampling,,,,,,
151,3,Logical Reasoning,16,PT-151-S-3-Q-16,4.0,158.8,Most Strongly Supported,,,,,,,
151,3,Logical Reasoning,17,PT-151-S-3-Q-17,5.0,164.19,Necessary assumption,Causal Reasoning; Link Assumption,,,,,,
151,3,Logical Reasoning,18,PT-151-S-3-Q-18,4.0,156.43,Flaw,Causal Reasoning; Link Assumption; Sampling,,,,,,
151,3,Logical Reasoning,19,PT-151-S-3-Q-19,5.0,163.06,Necessary assumption,Causal Reasoning; Link Assumption,,,,,,
151,3,Logical Reasoning,20,PT-151-S-3-Q-20,4.0,154.03,Weaken,Causal Reasoning,,,,,,
151,3,Logical Reasoning,21,PT-151-S-3-Q-21,5.0,164.06,Necessary assumption,Causal Reasoning; Sampling,,,,,,
151,3,Logical Reasoning,22,PT-151-S-3-Q-22,5.0,170.25,Weaken,Causal Reasoning,,,,,,
151,3,Logical Reasoning,23,PT-151-S-3-Q-23,3.0,144.91,Paradox - Explain,Causal Reasoning,,,,,,
151,3,Logical Reasoning,24,PT-151-S-3-Q-24,5.0,161.72,Flaw,Math; Sampling,,,,,,
151,3,Logical Reasoning,25,PT-151-S-3-Q-25,4.0,153.37,Parallel,Conditional Reasoning; Eliminating Options,,,,,,
151,4,Logical Reasoning,1,PT-151-S-4-Q-1,1.0,124.76,Disagree,Conditional Reasoning,,,,,,
151,4,Logical Reasoning,2,PT-151-S-4-Q-2,2.0,137.46,Paradox - Explain,Causal Reasoning; Net Effect,,,,,,
151,4,Logical Reasoning,3,PT-151-S-4-Q-3,1.0,133.29,Main conclusion or main point,Rule-Application; Value Judgment,,,,,,
151,4,Logical Reasoning,4,PT-151-S-4-Q-4,1.0,123.04,Necessary assumption,Link Assumption,,,,,,
151,4,Logical Reasoning,5,PT-151-S-4-Q-5,3.0,141.7,Most Strongly Supported,Conditional Reasoning,,,,,,
151,4,Logical Reasoning,6,PT-151-S-4-Q-6,3.0,143.57,Paradox - Explain,Causal Reasoning; Net Effect,,,,,,
151,4,Logical Reasoning,7,PT-151-S-4-Q-7,2.0,140.9,Flaw,Analogy; Causal Reasoning; Net Effect,,,,,,
151,4,Logical Reasoning,8,PT-151-S-4-Q-8,3.0,150.74,Main conclusion or main point,Value Judgment,,,,,,
151,4,Logical Reasoning,9,PT-151-S-4-Q-9,3.0,147.05,Flaw,Causal Reasoning,,,,,,
151,4,Logical Reasoning,10,PT-151-S-4-Q-10,2.0,136.35,Most Strongly Supported,Causal Reasoning,,,,,,
151,4,Logical Reasoning,11,PT-151-S-4-Q-11,1.0,133.84,Parallel Flaw,Fallacy,,,,,,
151,4,Logical Reasoning,12,PT-151-S-4-Q-12,4.0,157.45,Strengthen,Link Assumption; Net Effect,,,,,,
151,4,Logical Reasoning,13,PT-151-S-4-Q-13,4.0,152.86,Flaw,Fallacy; Value Judgment,,,,,,
151,4,Logical Reasoning,14,PT-151-S-4-Q-14,3.0,144.04,Fill in the blank; Most Strongly Supported,Conditional Reasoning,,,,,,
151,4,Logical Reasoning,15,PT-151-S-4-Q-15,3.0,146.15,Flaw,Sampling,,,,,,
151,4,Logical Reasoning,16,PT-151-S-4-Q-16,5.0,159.52,Weaken,Causal Reasoning; Net Effect,,,,,,
151,4,Logical Reasoning,17,PT-151-S-4-Q-17,4.0,152.77,Argument Part,Eliminating Options,,,,,,
151,4,Logical Reasoning,18,PT-151-S-4-Q-18,3.0,146.86,Necessary assumption,Causal Reasoning; Link Assumption,,,,,,
151,4,Logical Reasoning,19,PT-151-S-4-Q-19,5.0,162.88,Inference,Conditional Reasoning; Rule-Application; Value Judgment,,,,,,
151,4,Logical Reasoning,20,PT-151-S-4-Q-20,3.0,151.22,Sufficient assumption,Link Assumption,,,,,,
151,4,Logical Reasoning,21,PT-151-S-4-Q-21,4.0,157.13,Method of Reasoning,Net Effect,,,,,,
151,4,Logical Reasoning,22,PT-151-S-4-Q-22,3.0,150.3,Weaken,Causal Reasoning,,,,,,
151,4,Logical Reasoning,23,PT-151-S-4-Q-23,3.0,151.3,Flaw,Conditional Reasoning,,,,,,
151,4,Logical Reasoning,24,PT-151-S-4-Q-24,4.0,159.4,Most Strongly Supported,Causal Reasoning; Conditional Reasoning; Eliminating Options,,,,,,
151,4,Logical Reasoning,25,PT-151-S-4-Q-25,4.0,157.98,Parallel,Conditional Reasoning,,,,,,
152,1,Logical Reasoning,1,PT-152-S-1-Q-1,1.0,126.22,Strengthen,Causal Reasoning,,,,,,
152,1,Logical Reasoning,2,PT-152-S-1-Q-2,1.0,129.43,Main conclusion or main point,Causal Reasoning,,,,,,
152,1,Logical Reasoning,3,PT-152-S-1-Q-3,2.0,136.89,Weaken,,,,,,,
152,1,Logical Reasoning,4,PT-152-S-1-Q-4,2.0,139.15,Main conclusion or main point,Conditional Reasoning; Rule-Application,,,,,,
152,1,Logical Reasoning,5,PT-152-S-1-Q-5,2.0,137.53,Necessary assumption,Conditional Reasoning; Quantifier,,,,,,
152,1,Logical Reasoning,6,PT-152-S-1-Q-6,2.0,137.06,Paradox - Explain,Causal Reasoning; Except; Math,,,,,,
152,1,Logical Reasoning,7,PT-152-S-1-Q-7,2.0,138.73,Sufficient assumption,Conditional Reasoning; Link Assumption,,,,,,
152,1,Logical Reasoning,8,PT-152-S-1-Q-8,3.0,144.44,Flaw,Causal Reasoning,,,,,,
152,1,Logical Reasoning,9,PT-152-S-1-Q-9,2.0,136.9,Principle - Application,Conditional Reasoning; Link Assumption; Rule-Application,,,,,,
152,1,Logical Reasoning,10,PT-152-S-1-Q-10,2.0,139.88,Fill in the blank; Most Strongly Supported,Conditional Reasoning,,,,,,
152,1,Logical Reasoning,11,PT-152-S-1-Q-11,2.0,138.94,Principle - Rule,Link Assumption; Rule-Application,,,,,,
152,1,Logical Reasoning,12,PT-152-S-1-Q-12,3.0,151.18,Fill in the blank; Strengthen,Math,,,,,,
152,1,Logical Reasoning,13,PT-152-S-1-Q-13,3.0,144.27,Paradox - Explain,Causal Reasoning,,,,,,
152,1,Logical Reasoning,14,PT-152-S-1-Q-14,4.0,153.89,Weaken,,,,,,,
152,1,Logical Reasoning,15,PT-152-S-1-Q-15,3.0,148.52,Flaw,Conditional Reasoning,,,,,,
152,1,Logical Reasoning,16,PT-152-S-1-Q-16,5.0,161.36,Necessary assumption,Link Assumption; Sampling,,,,,,
152,1,Logical Reasoning,17,PT-152-S-1-Q-17,5.0,166.23,Agree,,,,,,,
152,1,Logical Reasoning,18,PT-152-S-1-Q-18,3.0,147.29,Paradox - Explain,Causal Reasoning,,,,,,
152,1,Logical Reasoning,19,PT-152-S-1-Q-19,5.0,165.0,Flaw,Causal Reasoning; Sampling,,,,,,
152,1,Logical Reasoning,20,PT-152-S-1-Q-20,4.0,157.3,Principle - Rule,Link Assumption; Rule-Application; Value Judgment,,,,,,
152,1,Logical Reasoning,21,PT-152-S-1-Q-21,5.0,162.68,Flaw,Conditional Reasoning; Link Assumption,,,,,,
152,1,Logical Reasoning,22,PT-152-S-1-Q-22,4.0,154.88,Most Strongly Supported,Causal Reasoning,,,,,,
152,1,Logical Reasoning,23,PT-152-S-1-Q-23,4.0,154.97,Parallel,Conditional Reasoning; Eliminating Options,,,,,,
152,1,Logical Reasoning,24,PT-152-S-1-Q-24,5.0,166.1,Method of Reasoning,Rule-Application,,,,,,
152,1,Logical Reasoning,25,PT-152-S-1-Q-25,5.0,166.79,Parallel Flaw,Conditional Reasoning; Eliminating Options,,,,,,
152,2,Logical Reasoning,1,PT-152-S-2-Q-1,1.0,132.47,Flaw,Analogy,,,,,,
152,2,Logical Reasoning,2,PT-152-S-2-Q-2,1.0,123.89,Disagree,Analogy; Value Judgment,,,,,,
152,2,Logical Reasoning,3,PT-152-S-2-Q-3,1.0,127.72,Strengthen,Causal Reasoning; Link Assumption; Net Effect,,,,,,
152,2,Logical Reasoning,4,PT-152-S-2-Q-4,2.0,135.64,Principle - Rule,Rule-Application,,,,,,
152,2,Logical Reasoning,5,PT-152-S-2-Q-5,2.0,138.26,Weaken,Causal Reasoning; Except,,,,,,
152,2,Logical Reasoning,6,PT-152-S-2-Q-6,2.0,141.19,Most Strongly Supported,Causal Reasoning,,,,,,
152,2,Logical Reasoning,7,PT-152-S-2-Q-7,3.0,142.45,Necessary assumption,Conditional Reasoning; Link Assumption; Math,,,,,,
152,2,Logical Reasoning,8,PT-152-S-2-Q-8,1.0,130.47,Paradox - Explain,Causal Reasoning,,,,,,
152,2,Logical Reasoning,9,PT-152-S-2-Q-9,3.0,150.02,Strengthen,Math; Rule-Application,,,,,,
152,2,Logical Reasoning,10,PT-152-S-2-Q-10,3.0,150.78,Main conclusion or main point,Causal Reasoning,,,,,,
152,2,Logical Reasoning,11,PT-152-S-2-Q-11,2.0,140.14,Flaw,Causal Reasoning,,,,,,
152,2,Logical Reasoning,12,PT-152-S-2-Q-12,4.0,156.77,Necessary assumption,Link Assumption; Rule-Application; Sampling,,,,,,
152,2,Logical Reasoning,13,PT-152-S-2-Q-13,3.0,148.62,Paradox - Explain,Causal Reasoning,,,,,,
152,2,Logical Reasoning,14,PT-152-S-2-Q-14,2.0,136.83,Most Strongly Supported; Principle,Causal Reasoning; Net Effect; Rule-Application,,,,,,
152,2,Logical Reasoning,15,PT-152-S-2-Q-15,4.0,154.74,Weaken,Causal Reasoning,,,,,,
152,2,Logical Reasoning,16,PT-152-S-2-Q-16,3.0,148.09,Parallel Flaw,Conditional Reasoning; Quantifier,,,,,,
152,2,Logical Reasoning,17,PT-152-S-2-Q-17,4.0,154.83,Paradox - Explain,Causal Reasoning,,,,,,
152,2,Logical Reasoning,18,PT-152-S-2-Q-18,3.0,148.44,Flaw,Causal Reasoning,,,,,,
152,2,Logical Reasoning,19,PT-152-S-2-Q-19,5.0,159.95,Parallel,Conditional Reasoning; Quantifier,,,,,,
152,2,Logical Reasoning,20,PT-152-S-2-Q-20,5.0,159.51,Method of Reasoning,Conditional Reasoning; Value Judgment,,,,,,
152,2,Logical Reasoning,21,PT-152-S-2-Q-21,5.0,163.96,Principle - Application,Conditional Reasoning; Rule-Application,,,,,,
